year,month,day,state,state_code,magnitude,injuries,fatalities,start_latitude,start_longitude,end_latitude,e_longitude,track_length_miles,track_width_yards,states_affected,fc
2000,10,13,IA,19,1,0,0,42.83,-94.7,42.93,-94.5,14,50,1,0
2000,10,20,KS,20,0,0,0,37.67,-100.12,37.65,-100.13,1,100,1,0
2000,10,21,OK,40,0,0,0,34.32,-98.32,34.37,-98.32,4,30,1,0
2000,10,22,TX,48,0,0,0,28.8,-97.03,28.8,-97.03,0.3,0,1,0
2000,10,22,TX,48,0,0,0,32.23,-98.55,32.27,-98.53,2.5,20,1,0
2000,10,22,OK,40,0,0,0,35.25,-98.25,35.35,-98.23,4,30,1,0
2000,10,22,TX,48,0,0,0,29.8,-97.82,29.8,-97.82,0.2,30,1,0
2000,10,22,OK,40,0,0,0,35.53,-98.08,35.53,-98.08,0.2,30,1,0
2000,10,22,OK,40,0,0,0,34.68,-96.55,34.72,-96.55,2.5,20,1,0
2000,10,22,OK,40,0,0,0,34.82,-96.52,34.82,-96.52,0.1,10,1,0
2000,10,22,OK,40,1,0,0,35.38,-97.53,35.4,-97.5,1.5,40,1,0
2000,10,22,OK,40,0,0,0,35.43,-97.5,35.48,-97.52,3,20,1,0
2000,10,23,TX,48,0,0,0,29.42,-98.63,29.42,-98.63,0.5,100,1,0
2000,10,23,NM,35,0,0,0,36.92,-108.18,36.92,-108.18,0.1,20,1,0
2000,10,23,NM,35,0,0,0,36.92,-108.18,36.92,-108.18,0.1,20,1,0
2000,10,23,TX,48,0,0,0,35.15,-101.75,35.27,-101.73,0.4,50,1,0
2000,10,24,KS,20,0,0,0,37.85,-98.75,37.85,-98.75,0.4,40,1,0
2000,10,24,TX,48,0,0,0,32.05,-102.08,32.05,-102.08,0.1,50,1,0
2000,10,25,KS,20,0,0,0,37.73,-99.8,37.7,-99.83,1.5,150,1,0
2000,10,27,KS,20,0,0,0,37.83,-100.4,37.83,-100.4,0.2,80,1,0
2000,10,28,KS,20,1,0,0,38.83,-100.48,38.87,-100.48,2,70,1,0
2000,10,28,KS,20,1,0,0,38.95,-100.48,38.97,-100.48,1,70,1,0
2000,10,28,KS,20,0,0,0,39.22,-100.43,39.23,-100.43,1,50,1,0
2000,10,28,KS,20,0,0,0,38.98,-99.92,38.98,-99.92,0.4,70,1,0
2000,10,28,KS,20,0,0,0,39.18,-99.98,39.18,-99.98,0.7,50,1,0
2000,10,28,KS,20,0,0,0,39.3,-100.02,39.3,-100.02,0.5,50,1,0
2000,10,28,KS,20,0,0,0,39.83,-100.07,39.83,-100.07,0.5,50,1,0
2000,10,28,TX,48,0,0,0,30.3,-100.63,30.27,-100.63,3,20,1,0
2000,10,28,TX,48,0,0,0,30.37,-100.4,30.37,-100.4,0.1,20,1,0
2000,10,29,NE,31,0,0,0,40.58,-98.23,40.6,-98.23,1,10,1,0
2000,10,29,NE,31,0,0,0,40.77,-98.12,40.78,-98.11,0.5,10,1,0
2000,10,29,NE,31,0,0,0,41.22,-97.87,41.32,-97.92,7,40,1,0
2000,10,29,NE,31,1,0,0,41.37,-97.87,41.48,-97.83,9,100,1,0
2000,10,29,NE,31,0,0,0,41.2,-97.28,41.28,-97.25,3,50,1,0
2000,10,29,NE,31,0,0,0,40.83,-97.2,40.83,-97.2,0.1,30,1,0
2000,10,29,NE,31,0,0,0,40.63,-96.22,40.65,-96.22,2.5,50,1,0
2000,10,29,NE,31,0,0,0,40.63,-96.23,40.65,-96.23,1,40,1,0
2000,10,29,NE,31,0,0,0,40.67,-96.27,40.7,-96.27,2,50,1,0
2000,10,29,NE,31,1,0,0,40.58,-100.08,40.6,-100.07,1,50,1,0
2000,10,31,KS,20,2,0,0,39.05,-102.07,39.23,-101.88,12,240,1,0
2000,10,31,KS,20,0,0,0,39.28,-100.87,39.28,-100.87,0.3,50,1,0
2000,10,31,KS,20,0,0,0,39.52,-100.75,39.6,-100.63,7.5,70,1,0
2000,10,31,KS,20,1,0,0,39.27,-101.88,39.28,-101.88,0.5,100,1,0
2000,10,31,KS,20,0,0,0,39.37,-101.8,39.37,-101.8,0.5,100,1,0
2000,10,31,KS,20,1,0,0,39.9,-100.42,39.93,-100.35,4,120,1,0
2000,10,31,NE,31,0,0,0,40.03,-100.37,40.05,-100.35,3,100,1,0
2000,10,31,NE,31,1,0,0,40.38,-101.25,40.52,-101.23,9,100,1,0
2000,10,31,NE,31,0,0,0,40.25,-100.27,40.3,-100.23,3,70,1,0
2000,10,31,NE,31,1,0,0,40.52,-100.03,40.65,-100.03,9,150,1,0
2000,10,31,KS,20,0,0,0,39.33,-101.5,39.33,-101.5,0.3,50,1,0
2000,10,31,NE,31,2,0,0,40.85,-99.85,41.18,-99.78,23,220,1,0
2000,10,31,KS,20,0,0,0,39.63,-101.05,39.63,-100.97,0.7,70,1,0
2000,10,31,NE,31,0,0,0,40.47,-95.98,40.5,-95.98,2,40,1,0
2000,10,31,NE,31,2,0,0,41.33,-99.55,41.47,-99.55,12,250,1,0
2000,10,31,NE,31,1,0,0,41.63,-99.4,41.8,-99.33,12,250,1,0
2000,10,31,IA,19,1,0,0,41.02,-95.75,41.05,-95.75,2.5,70,1,0
2000,10,3,FL,12,1,0,0,25.85,-80.27,25.85,-80.27,0.5,20,1,0
2000,10,3,FL,12,0,0,0,25.58,-80.37,25.58,-80.37,0.2,0,1,0
2000,10,3,FL,12,0,0,0,25.53,-80.5,25.53,-80.5,0.2,0,1,0
2000,10,3,FL,12,0,0,0,25.68,-80.32,25.68,-80.32,0.2,10,1,0
2000,10,5,IL,17,0,0,0,37.52,-88.17,37.52,-88.17,0.2,30,1,0
2000,10,6,TX,48,0,0,0,27.82,-97.67,27.82,-97.67,0.1,0,1,0
2000,10,9,OR,41,1,0,0,45.15,-122.62,45.15,-122.62,0.1,70,1,0
2000,10,9,OR,41,1,0,0,45.32,-122.57,45.32,-122.57,0.1,70,1,0
2000,11,10,CA,6,1,0,0,32.95,-117.02,32.95,-117,0.4,30,1,0
2000,11,12,TX,48,0,0,0,29.68,-96.7,29.68,-96.7,0.5,50,1,0
2000,11,12,TX,48,0,0,0,29.85,-97.67,29.87,-97.67,0.5,30,1,0
2000,11,12,TX,48,0,0,0,29.93,-97.3,29.93,-97.3,1,30,1,0
2000,11,12,TX,48,0,0,0,29.95,-97.02,29.95,-97.02,0.2,20,1,0
2000,11,12,TX,48,0,0,0,29.52,-97.3,29.52,-97.3,0.3,20,1,0
2000,11,12,TX,48,0,0,0,30.02,-96.23,30.02,-96.23,0.5,50,1,0
2000,11,12,TX,48,0,0,0,29.58,-97.07,29.58,-97.07,0.3,20,1,0
2000,11,12,TX,48,0,0,0,30.35,-97.37,30.35,-97.37,0.3,20,1,0
2000,11,12,TX,48,0,0,0,30.03,-95.85,30.03,-95.85,0.5,50,1,0
2000,11,12,TX,48,0,0,0,29.5,-96.95,29.5,-96.95,0.3,20,1,0
2000,11,12,TX,48,0,0,0,29.28,-97.4,29.28,-97.4,0.2,20,1,0
2000,11,12,TX,48,0,0,0,29.38,-97.23,29.38,-97.22,0.5,30,1,0
2000,11,16,LA,22,1,0,0,29.33,-89.42,29.33,-89.42,0.3,50,1,0
2000,11,23,TX,48,0,0,0,30.32,-95.45,30.32,-95.45,0.5,50,1,0
2000,11,24,TX,48,1,1,0,29.8,-95.75,29.8,-95.75,1,50,1,0
2000,11,24,TX,48,1,0,0,29.7,-95.2,29.7,-95.2,1,150,1,0
2000,11,24,TX,48,1,0,0,30.43,-93.97,30.43,-93.97,3,10,1,0
2000,11,24,AL,1,0,0,0,30.68,-88.23,30.68,-88.23,0.2,200,1,0
2000,11,25,FL,12,0,0,0,26.63,-80.12,26.63,-80.12,0.5,10,1,0
2000,11,1,ND,38,1,2,0,46.88,-100.77,46.93,-100.85,3,50,1,0
2000,11,1,ND,38,1,0,0,46.95,-100.77,46.97,-101.08,22,100,1,0
2000,11,1,ND,38,0,0,0,47.15,-100.87,47.2,-100.9,2,40,1,0
2000,11,1,ND,38,0,0,0,46.85,-101.35,46.95,-101.55,12,40,1,0
2000,11,1,ND,38,0,0,0,47.4,-100.83,47.45,-101.02,20,40,1,0
2000,11,1,MN,27,1,0,0,44.92,-95.17,44.92,-95.17,0.5,30,1,0
2000,11,3,TX,48,1,2,0,31.17,-94.83,31.17,-94.8,2.3,30,1,0
2000,11,5,TX,48,0,0,0,30.75,-98.22,30.75,-98.22,1.5,50,1,0
2000,11,5,NE,31,0,0,0,40.33,-98.52,40.33,-98.52,0.1,20,1,0
2000,11,5,TX,48,1,0,0,30.32,-95.45,30.32,-95.45,0.5,50,1,0
2000,11,5,TX,48,0,0,0,30.48,-95.03,30.48,-95.03,0.5,50,1,0
2000,11,6,LA,22,2,3,0,30.9,-92.22,30.93,-92.18,3,20,1,0
2000,11,6,LA,22,1,0,0,30.27,-89.78,30.27,-89.78,1,30,1,0
2000,11,6,AL,1,2,2,0,30.5,-88.23,30.5,-88.23,1.5,300,1,0
2000,11,8,AL,1,1,0,0,30.42,-87.68,30.42,-87.68,1,100,1,0
2000,11,8,AL,1,0,0,0,30.52,-87.9,30.52,-87.9,1,100,1,0
2000,11,8,AL,1,1,0,0,30.52,-87.9,30.52,-87.9,2.5,200,1,0
2000,11,8,AL,1,0,0,0,30.55,-87.58,30.55,-87.58,0.1,50,1,0
2000,11,8,LA,22,2,0,0,31.85,-91.67,32.1,-91.35,25,500,1,0
2000,11,8,MS,28,0,0,0,34.53,-88.6,34.53,-88.6,1,10,1,0
2000,11,8,AL,1,0,0,0,32.87,-87.68,32.87,-87.67,1,40,1,0
2000,11,9,MS,28,0,0,0,31.12,-89.45,31.12,-89.45,0.5,50,1,0
2000,11,9,AL,1,1,0,0,31.87,-85.93,31.87,-85.9,1.9,70,1,0
2000,11,9,KY,21,1,0,0,37.33,-86.13,37.37,-86.13,2,70,1,0
2000,11,9,KY,21,1,0,0,37.22,-85.95,37.23,-85.98,2,70,1,0
2000,11,9,KY,21,1,0,0,36.77,-85.38,36.8,-85.38,2,70,1,0
2000,11,9,KY,21,1,0,0,37.55,-85.22,37.55,-85.22,0.3,70,1,0
2000,11,9,KY,21,1,0,0,37.7,-85.25,37.72,-85.23,2,70,1,0
2000,11,9,KY,21,1,1,0,37.85,-85.07,37.87,-85.03,1.5,70,1,0
2000,11,9,KY,21,1,0,0,38.07,-84.75,38.07,-84.73,0.8,70,1,0
2000,12,15,ID,16,0,0,0,43.58,-116.57,43.58,-116.57,1,30,1,0
2000,12,16,AL,1,2,9,1,31.02,-85.9,31.07,-85.85,4.5,100,1,0
2000,12,16,AL,1,2,0,0,31.25,-85.63,31.53,-85.28,29,170,1,0
2000,12,16,MS,28,2,17,0,32.4,-88.67,32.5,-88.5,12,440,1,0
2000,12,16,AL,1,1,0,0,34.72,-87.23,34.75,-87.17,5.1,30,1,0
2000,12,16,AL,1,2,0,0,34.85,-87.05,34.87,-86.98,4.8,60,1,0
2000,12,16,AL,1,4,144,11,33.05,-87.7,33.2,-87.4,18,750,1,0
2000,12,16,FL,12,0,0,0,30.52,-86.05,30.52,-86.05,0.2,50,1,0
2000,12,16,TN,47,1,0,0,35.02,-86.82,35.02,-86.8,1.5,50,1,0
2000,12,16,FL,12,2,0,0,30.77,-85.67,30.8,-85.63,3,100,1,0
2000,12,16,AL,1,0,0,0,32.55,-87.2,32.55,-87.18,0.7,30,1,0
2000,12,16,FL,12,1,0,0,30.92,-85.52,30.93,-85.43,5,70,1,0
2000,12,16,AL,1,2,2,0,33.78,-86.32,33.83,-86.2,8.5,200,1,0
2000,12,16,AL,1,3,14,0,34.05,-85.93,34.12,-85.73,12.8,500,1,0
2000,12,16,AL,1,0,0,0,33.6,-85.95,33.6,-85.95,0.3,20,1,0
2000,12,16,GA,13,2,0,0,31.58,-84.33,31.62,-84.2,6,70,1,0
2000,12,16,AL,1,0,0,0,32.55,-86.43,32.55,-86.43,0.2,20,1,0
2000,12,16,AL,1,0,0,0,32.43,-85.9,32.43,-85.88,0.7,50,1,0
2000,12,16,AL,1,0,0,0,33.22,-85.37,33.22,-85.35,1,40,1,0
2000,12,16,GA,13,2,0,0,32,-84.17,32.07,-83.98,10,100,1,0
2000,12,16,SC,45,0,0,0,34.1,-82.63,34.1,-82.63,0.1,0,1,0
2000,12,16,NC,37,0,0,0,35.17,-78.98,35.17,-78.98,0.1,20,1,0
2000,12,16,NC,37,0,0,0,35.28,-78.93,35.28,-78.93,0.1,20,1,0
2000,12,16,GA,13,2,8,0,33.32,-81.97,33.33,-81.97,2,60,1,0
2000,12,16,NC,37,0,0,0,35.42,-78.68,35.42,-78.68,0.1,20,1,0
2000,12,26,TX,48,0,0,0,27.67,-97.67,27.73,-97.63,5.4,10,1,0
2000,1,16,WA,53,1,0,0,46.32,-118,46.32,-117.98,1,50,1,0
2000,1,24,FL,12,1,0,0,26.43,-81.63,26.43,-81.6,2.5,70,1,0
2000,1,3,AR,5,1,0,0,36.22,-92.18,36.27,-92.1,4.8,40,1,0
2000,1,3,AR,5,1,0,0,36.22,-91.83,36.23,-91.8,1.8,40,1,0
2000,1,3,AR,5,1,0,0,36.27,-91.7,36.28,-91.67,2,40,1,0
2000,1,3,AR,5,1,0,0,36.47,-91.65,36.48,-91.6,3.1,40,1,0
2000,1,3,MS,28,1,0,0,33.63,-90.37,33.67,-90.33,3,150,1,0
2000,1,3,IN,18,1,0,0,38.47,-86.18,38.47,-86.18,0.3,50,1,0
2000,1,3,MS,28,3,0,0,34.17,-89.55,34.6,-89.08,43.2,500,1,0
2000,1,3,KY,21,3,3,0,37.27,-88.08,37.48,-87.73,24,440,1,0
2000,1,3,KY,21,3,18,0,37.72,-87.18,37.77,-87.12,7,880,1,0
2000,1,3,MS,28,2,0,0,32.18,-89.15,32.22,-89.05,6,210,1,0
2000,1,3,MS,28,0,0,0,31.1,-91.27,31.1,-91.27,0.1,20,1,0
2000,1,9,AL,1,0,1,0,32.3,-86.33,32.3,-86.33,0.1,20,1,0
2000,1,9,AL,1,0,0,0,32.05,-85.52,32.05,-85.48,1,30,1,0
2000,1,9,AL,1,1,0,0,32.05,-87.78,32.05,-87.7,6.5,300,1,0
2000,2,10,NV,32,0,0,0,39.55,-119.77,39.55,-119.77,0.5,10,1,0
2000,2,13,AL,1,1,0,0,32.08,-86.3,32.2,-86.17,11.4,300,1,0
2000,2,13,AL,1,0,0,0,32.18,-86.02,32.22,-85.97,3,100,1,0
2000,2,13,AL,1,0,0,0,32.23,-85.88,32.25,-85.87,1,50,1,0
2000,2,13,AR,5,0,0,0,34.97,-92.45,34.97,-92.42,2.2,40,1,0
2000,2,13,AR,5,2,2,0,34.88,-91.98,34.82,-91.43,32.7,100,1,0
2000,2,13,TN,47,1,1,0,36.15,-86.87,36.15,-86.8,4.3,200,1,0
2000,2,13,FL,12,1,0,0,30.47,-85.62,30.47,-85.62,0.5,50,1,0
2000,2,13,FL,12,1,0,0,30.5,-85.53,30.5,-85.53,0.5,50,1,0
2000,2,13,GA,13,1,1,0,31.05,-84.38,31.05,-84.38,0.2,50,1,0
2000,2,13,GA,13,3,175,11,31.17,-84.27,31.23,-84.12,9.2,300,1,0
2000,2,13,GA,13,3,15,7,31.02,-84.2,31.07,-84.02,15,300,1,0
2000,2,14,GA,13,1,0,0,31.18,-83.85,31.23,-83.8,2,50,1,0
2000,2,14,GA,13,2,0,1,31.32,-83.63,31.35,-83.58,6,200,1,0
2000,2,14,GA,13,0,0,0,31.27,-83.47,31.27,-83.47,0,0,1,0
2000,2,14,SC,45,0,0,0,33.48,-81.72,33.48,-81.68,0.2,50,1,0
2000,2,14,NC,37,0,0,0,35.27,-77.58,35.27,-77.58,0.1,0,1,0
2000,2,14,NC,37,0,0,0,35.85,-77.07,35.85,-77.07,0.1,0,1,0
2000,2,14,ID,16,0,0,0,42.78,-112.83,42.92,-112.63,9,100,1,0
2000,2,14,ID,16,1,0,0,43.12,-112.55,43.25,-112.33,14,300,1,0
2000,2,14,ID,16,0,0,0,42.92,-112.52,42.92,-112.45,5,50,1,0
2000,2,14,ID,16,1,0,0,43.35,-112.12,43.47,-111.98,12,200,1,0
2000,2,14,ID,16,1,1,0,43.28,-112.18,43.37,-112.03,9,200,1,0
2000,2,16,CA,6,0,0,0,34.08,-117.88,34.08,-117.88,0.5,10,1,0
2000,2,18,AR,5,1,9,0,34.58,-92.65,34.58,-92.5,7.8,70,1,0
2000,2,18,AR,5,0,0,0,34.6,-92.22,34.6,-92.22,0.3,40,1,0
2000,2,18,AR,5,0,0,0,34.63,-92.13,34.63,-92.13,0.5,50,1,0
2000,2,18,AR,5,0,0,0,35.08,-90.77,35.08,-90.77,1,20,1,0
2000,2,18,MS,28,0,0,0,35,-89.52,34.98,-89.52,1,20,1,0
2000,2,18,MS,28,0,0,0,33.88,-89.85,33.88,-89.85,1,40,1,0
2000,2,18,MS,28,0,0,0,33.93,-89.88,33.95,-89.87,1,20,1,0
2000,2,18,MS,28,0,0,0,34.97,-88.38,34.97,-88.38,1,20,1,0
2000,2,18,MS,28,0,0,0,33.45,-88.62,33.45,-88.62,1,40,1,0
2000,2,22,FL,12,0,0,0,25.67,-80.22,25.67,-80.22,0.1,10,1,0
2000,2,22,TX,48,0,0,0,31.52,-101.83,31.52,-101.83,4,100,1,0
2000,2,22,TX,48,0,0,0,34.18,-99.37,34.2,-99.35,2,40,1,0
2000,2,22,TX,48,0,0,0,31.02,-98.18,31.02,-98.18,0.1,0,1,0
2000,2,22,TX,48,0,0,0,31.1,-97.7,31.1,-97.7,12,0,1,0
2000,2,22,TX,48,0,0,0,29.5,-99.8,29.5,-99.8,0.1,20,1,0
2000,2,23,PR,72,0,0,0,18.39,-66.07,18.39,-66.07,0.2,10,1,0
2000,2,24,TX,48,0,0,0,35.77,-100.63,35.77,-100.6,2,20,1,0
2000,2,24,TX,48,1,0,0,36.33,-100.13,36.67,-99.83,27,150,2,0
2000,2,24,TX,48,1,0,0,36.33,-100.13,36.53,-100.02,14,150,2,0
2000,2,24,OK,40,1,0,0,36.5,-100,36.67,-99.83,13,150,2,0
2000,2,25,OK,40,1,0,0,36.15,-95.95,36.15,-95.95,0.2,100,1,0
2000,2,25,MO,29,0,0,0,37.73,-93.33,37.75,-93.32,1,100,1,0
2000,2,25,MO,29,1,0,0,37.9,-93.2,37.97,-93.18,5,100,1,0
2000,2,25,MO,29,0,0,0,38.75,-92.28,38.75,-92.28,0.2,50,1,0
2000,2,25,MO,29,0,0,0,38.87,-92.17,38.95,-92.08,7,70,1,0
2000,2,25,MO,29,1,0,0,39.02,-92.03,39.07,-92,3,100,1,0
2000,2,26,AR,5,1,0,0,33.48,-92.78,33.48,-92.78,0.3,30,1,0
2000,2,26,AR,5,1,0,0,35.33,-92.42,35.33,-92.42,0.2,20,1,0
2000,2,27,CA,6,0,0,0,36.87,-120.2,36.87,-120.18,1,50,1,0
2000,2,27,CA,6,0,0,0,36.7,-120.12,36.7,-120.12,0.5,20,1,0
2000,2,27,CA,6,0,0,0,36.6,-119.87,36.6,-119.87,0.5,20,1,0
2000,2,27,CA,6,0,0,0,36.65,-119.77,36.65,-119.77,0.2,20,1,0
2000,2,29,MO,29,0,0,0,39,-92.03,39.03,-92,3,40,1,0
2000,2,29,MO,29,0,0,0,39.35,-91.45,39.38,-91.4,10,50,1,0
2000,3,10,LA,22,0,0,0,31.05,-93.37,31.05,-93.35,1,20,1,0
2000,3,10,TX,48,1,0,0,30.65,-98.78,30.65,-98.77,1,100,1,0
2000,3,10,TX,48,0,0,0,30.7,-98.67,30.7,-98.67,0.1,20,1,0
2000,3,10,TX,48,0,0,0,30.65,-98.48,30.65,-98.48,0.1,10,1,0
2000,3,10,TX,48,0,0,0,31.17,-97.5,31.17,-97.5,0.1,10,1,0
2000,3,10,TX,48,3,2,0,30.42,-96.68,30.4,-96.35,21,800,1,0
2000,3,10,TX,48,0,0,0,30.77,-95.95,30.77,-95.95,0.5,50,1,0
2000,3,10,AL,1,0,0,0,33.1,-87.7,33.12,-87.67,1.8,60,1,0
2000,3,10,AL,1,0,0,0,33.3,-87.48,33.33,-87.45,3.3,50,1,0
2000,3,10,AL,1,0,0,0,32.77,-87.33,32.8,-87.23,7,100,1,0
2000,3,10,AL,1,0,0,0,32.88,-87.1,32.9,-86.93,12,100,1,0
2000,3,10,AL,1,1,0,0,33.32,-86.8,33.32,-86.78,1.5,200,1,0
2000,3,11,SC,45,0,0,0,35.05,-81.9,35.05,-81.9,0.1,20,1,0
2000,3,11,FL,12,1,0,0,30.73,-85.02,30.73,-84.98,2,70,1,0
2000,3,11,FL,12,0,0,0,30.52,-84.52,30.52,-84.52,0,0,1,0
2000,3,14,TX,48,0,0,0,26.63,-97.8,26.63,-97.8,0.1,20,1,0
2000,3,15,LA,22,2,36,0,29.6,-90.72,29.6,-90.72,3,40,1,0
2000,3,15,LA,22,1,1,0,29.57,-90.53,29.57,-90.53,0.5,30,1,0
2000,3,15,OK,40,0,0,0,36.82,-98.18,36.8,-98.15,2.5,50,1,0
2000,3,15,OK,40,0,0,0,36.85,-97.95,36.85,-97.95,0.5,20,1,0
2000,3,16,FL,12,0,0,0,29.82,-85.3,29.82,-85.3,0.2,50,1,0
2000,3,16,SC,45,0,0,0,34.02,-80.93,34.02,-80.93,0.3,100,1,0
2000,3,16,TX,48,0,0,0,30.58,-97.85,30.58,-97.85,0.1,20,1,0
2000,3,16,TX,48,2,0,0,30.6,-97.85,30.6,-97.83,1.5,200,1,0
2000,3,16,TX,48,0,0,0,30.57,-97.75,30.57,-97.75,0.1,20,1,0
2000,3,16,TX,48,0,0,0,30.2,-97.67,30.2,-97.67,0.2,30,1,0
2000,3,16,SC,45,0,0,0,33.9,-80.83,33.92,-80.83,0.2,50,1,0
2000,3,16,TX,48,0,0,0,30.43,-97.62,30.43,-97.62,0.1,20,1,0
2000,3,16,SC,45,0,0,0,34.08,-80.55,34.1,-80.55,0.2,40,1,0
2000,3,16,NC,37,0,0,0,34.47,-77.88,34.45,-77.87,2,40,1,0
2000,3,16,NC,37,0,0,0,34.9,-77.53,34.9,-77.53,0.2,50,1,0
2000,3,16,NC,37,0,0,0,35.17,-77.22,35.17,-77.22,0.5,50,1,0
2000,3,19,AL,1,1,0,0,32.23,-86.23,32.22,-86.18,3.3,60,1,0
2000,3,19,AL,1,0,0,0,32.27,-86.12,32.27,-86.12,0.4,20,1,0
2000,3,22,TX,48,1,0,0,29.47,-101.02,29.48,-101.03,1,200,1,0
2000,3,22,TX,48,0,0,0,31.57,-103.02,31.58,-103.02,1,250,1,0
2000,3,22,TX,48,0,0,0,29.48,-101.22,29.48,-101.22,0.2,20,1,0
2000,3,22,TX,48,0,0,0,31.87,-102.62,31.9,-102.62,3,200,1,0
2000,3,22,TX,48,1,0,0,31.4,-101.9,31.42,-101.9,1,140,1,0
2000,3,22,TX,48,0,0,0,31.27,-101.97,31.28,-101.97,1.5,100,1,0
2000,3,22,TX,48,0,0,0,32.4,-101.02,32.48,-100.88,4,250,1,0
2000,3,22,TX,48,0,0,0,32.02,-101.33,32.03,-101.3,2,200,1,0
2000,3,22,TX,48,0,0,0,32.12,-101.13,32.15,-101.02,2,200,1,0
2000,3,22,TX,48,0,0,0,32,-101.2,32,-101.2,0.5,20,1,0
2000,3,22,TX,48,0,0,0,32,-101.2,32,-101.2,1,250,1,0
2000,3,22,TX,48,0,0,0,31.77,-101.62,31.82,-101.57,5,150,1,0
2000,3,22,TX,48,0,0,0,32.78,-100.53,32.78,-100.53,0.1,20,1,0
2000,3,22,TX,48,0,0,0,32.43,-100.62,32.43,-100.62,0.1,20,1,0
2000,3,22,TX,48,0,0,0,32.58,-100.58,32.58,-100.58,0.1,20,1,0
2000,3,22,TX,48,0,0,0,31.98,-101.5,31.98,-101.5,0.5,100,1,0
2000,3,22,TX,48,1,0,0,31.23,-101.68,31.37,-101.63,10,200,1,0
2000,3,22,TX,48,2,5,0,31.57,-101.58,31.7,-101.42,12,300,1,0
2000,3,23,KS,20,1,0,0,37.72,-99.3,37.88,-99.22,13,100,1,0
2000,3,23,KS,20,1,0,0,37.97,-99.15,38.02,-99.13,3.3,100,1,0
2000,3,23,KS,20,0,0,0,38.05,-98.83,38.12,-98.87,6,150,1,0
2000,3,23,KS,20,0,0,0,38.18,-98.87,38.18,-98.87,1.3,50,1,0
2000,3,23,KS,20,0,0,0,38.17,-98.92,38.18,-98.92,1.1,30,1,0
2000,3,23,KS,20,0,0,0,38.27,-98.97,38.27,-98.97,0.5,50,1,0
2000,3,25,TN,47,0,0,0,35.75,-86.65,35.75,-86.65,0.1,0,1,0
2000,3,26,OK,40,0,0,0,35.95,-95.8,35.95,-95.8,0.2,50,1,0
2000,3,26,OK,40,0,0,0,35.35,-95.42,35.35,-95.42,0.2,50,1,0
2000,3,26,OK,40,0,0,0,35.37,-95.27,35.37,-95.27,0.2,50,1,0
2000,3,26,OK,40,0,0,0,35.3,-96.5,35.3,-96.5,0.1,70,1,0
2000,3,26,MO,29,1,0,0,39.2,-92.17,39.2,-92.17,0.3,150,1,0
2000,3,26,AR,5,0,0,0,35.3,-94.13,35.3,-94.05,2.5,100,1,0
2000,3,26,OK,40,0,0,0,34.72,-95.85,34.72,-95.85,0.2,50,1,0
2000,3,26,OK,40,2,0,0,34.85,-94.63,34.82,-94.6,4,300,1,0
2000,3,26,OK,40,1,0,0,34.53,-95.68,34.53,-95.68,0.5,250,1,0
2000,3,26,TX,48,0,0,0,29.62,-97.97,29.62,-97.97,0.1,20,1,0
2000,3,26,OK,40,0,0,0,34.2,-95.42,34.2,-95.42,0.2,50,1,0
2000,3,26,TX,48,1,0,0,33.63,-94.78,33.58,-94.72,4.8,20,1,0
2000,3,26,TX,48,1,0,0,33.47,-94.63,33.45,-94.63,1.3,20,1,0
2000,3,26,TX,48,0,0,0,33.25,-94.45,33.13,-94.38,1.8,20,1,0
2000,3,27,FL,12,0,0,0,26.73,-82.27,26.73,-82.27,0.3,10,1,0
2000,3,27,GA,13,0,0,0,32.17,-82.32,32.17,-82.28,0.3,150,1,0
2000,3,28,TX,48,0,0,0,33.7,-97.53,33.7,-97.53,0.1,10,1,0
2000,3,28,TX,48,3,80,2,32.75,-97.35,32.75,-97.35,4,250,1,0
2000,3,28,TX,48,0,0,0,33.65,-97.23,33.65,-97.23,0.1,10,1,0
2000,3,28,TX,48,0,0,0,32.17,-97.15,32.17,-97.15,0.1,10,1,0
2000,3,28,TX,48,3,0,0,32.73,-97.12,32.75,-96.98,8,300,1,0
2000,3,28,TX,48,0,0,0,29.48,-98.65,29.48,-98.65,0.1,20,1,0
2000,3,28,TX,48,0,0,0,32.55,-96.77,32.55,-96.77,0.1,10,1,0
2000,3,28,TX,48,0,0,0,32.18,-96.38,32.18,-96.38,0.1,10,1,0
2000,3,28,TX,48,1,0,0,32.18,-96.27,32.18,-96.27,3,250,1,0
2000,3,28,TX,48,0,0,0,32.15,-96.1,32.15,-96.1,0.5,20,1,0
2000,3,29,FL,12,0,0,0,26.7,-80.65,26.7,-80.65,0.1,10,1,0
2000,3,30,GA,13,0,0,0,31.6,-82.28,31.6,-82.28,0.1,10,1,0
2000,3,30,GA,13,0,0,0,31.53,-81.8,31.53,-81.8,0.1,10,1,0
2000,3,30,FL,12,0,0,0,30.58,-81.47,30.58,-81.47,0.1,10,1,0
2000,3,30,GA,13,0,0,0,30.52,-82.03,30.52,-82.03,0.1,10,1,0
2000,3,30,FL,12,0,0,0,30.27,-83,30.25,-82.98,0.2,10,1,0
2000,3,30,FL,12,0,0,0,29.9,-82.1,29.97,-82.1,5,10,1,0
2000,3,31,TX,48,0,0,0,31.73,-101.65,31.73,-101.65,1,100,1,0
2000,3,2,TX,48,1,0,0,32.63,-102.07,32.73,-102.08,2,200,1,0
