fid,USGS_ID,Date_Min,lsyear,Fatalities,Confidence,cleanedtype,LS_Type,LS_Type_Category,latitude,longitude
90364,pt90364,5/2/2002,2002,,5,,Bedrock Rotational Slide,Other,42.7533,-98.0781
90377,pt90377,3/1/2004,2004,,5,,Bedrock Rotational Slide,Other,42.8281,-98.2878
90376,pt90376,4/1/2004,2004,,5,,Bedrock Rotational Slide,Other,42.8281,-98.2908
90286,pt90286,6/9/2004,2004,,5,,Bedrock Rotational Slide,Other,42.6953,-96.8403
90287,pt90287,6/9/2004,2004,,5,,Bedrock Rotational Slide,Other,42.6953,-96.8403
90378,pt90378,3/1/2005,2005,,5,,Bedrock Rotational Slide,Other,42.7556,-98.0786
90382,pt90382,3/1/2005,2005,,5,,Bedrock Rotational Slide,Other,42.7094,-97.9014
90383,pt90383,3/1/2005,2005,,5,,Bedrock Rotational Slide,Other,42.7108,-97.9031
10861,pt10861,1/1/2005,2005,,8,,combination debris avalanche and debris torrent,Other,55.54801877,-131.2603847
15334,pt15334,11/1/2008,2008,,8,,combination debris avalanche and debris torrent,Other,57.10217435,-135.3775746
190490,pt190490,2/27/2007,2007,,2,,complex,Other,37.7923,-122.4629
191806,pt191806,8/19/2007,2007,,2,,complex,Other,43.6796,-91.2194
190362,pt190362,11/2/2007,2007,,2,,complex,Other,45.6706,-121.9383
192405,pt192405,12/3/2007,2007,,2,,complex,Other,47.6373,-122.3406
189928,pt189928,12/4/2007,2007,,2,,complex,Other,43.6768,-123.8673
192853,pt192853,5/22/2008,2008,,2,,complex,Other,33.7112,-117.6428
191855,pt191855,6/8/2008,2008,,2,,complex,Other,22.2139,-159.5233
192565,pt192565,7/3/2008,2008,,2,,complex,Other,47.54,-122.1
191207,pt191207,8/7/2008,2008,,2,,complex,Other,33.047,-116.833
191041,pt191041,10/10/2008,2008,,2,,complex,Other,45.5887,-122.0698
191018,pt191018,11/3/2008,2008,,2,,complex,Other,36.27,-121.8076
191536,pt191536,11/22/2008,2008,,2,,complex,Other,21.555,-158.2475
191372,pt191372,12/22/2008,2008,,2,,complex,Other,48.3438,-124.518
191728,pt191728,12/22/2008,2008,,2,,complex,Other,32.8273,-116.8487
191479,pt191479,12/26/2008,2008,,2,,complex,Other,45.2944,-122.3279
190123,pt190123,12/31/2008,2008,,2,,complex,Other,21.3302,-157.8143
189802,pt189802,1/8/2009,2009,0,2,,complex,Other,47.538,-122.273
192510,pt192510,7/29/2009,2009,0,2,,complex,Other,48.5608,-120.7708
189960,pt189960,10/13/2009,2009,0,2,,complex,Other,36.9566,-121.6815
190322,pt190322,10/14/2009,2009,0,2,,complex,Other,37.0273,-121.8202
191054,pt191054,12/12/2009,2009,0,2,,complex,Other,34.2716,-118.0282
190987,pt190987,12/13/2009,2009,0,2,,complex,Other,34.2425,-117.0219
190283,pt190283,1/20/2010,2010,0,2,,complex,Other,34.2239,-118.2002
191590,pt191590,1/21/2010,2010,0,2,,complex,Other,34.3091,-118.2537
191506,pt191506,1/21/2010,2010,0,2,,complex,Other,33.8342,-111.4726
191641,pt191641,1/25/2010,2010,0,2,,complex,Other,35.2361,-85.226
192257,pt192257,1/26/2010,2010,0,2,,complex,Other,37.1016,-83.7568
191345,pt191345,2/6/2010,2010,0,2,,complex,Other,34.2219,-118.2286
190346,pt190346,2/6/2010,2010,,2,,complex,Other,34.2183,-118.1936
189906,pt189906,2/25/2010,2010,0,2,,complex,Other,33.9062,-116.8721
190865,pt190865,3/31/2010,2010,0,2,,complex,Other,45.5832,-122.7689
190837,pt190837,5/3/2010,2010,0,1,,complex,Other,37.4563,-82.4223
189908,pt189908,7/13/2010,2010,0,2,,complex,Other,42.7167,-77.5191
190853,pt190853,7/28/2010,2010,0,2,,complex,Other,47.7741,-120.0311
191786,pt191786,8/18/2010,2010,0,2,,complex,Other,36.1364,-82.443
192236,pt192236,8/19/2010,2010,0,2,,complex,Other,40.5093,-111.8316
191895,pt191895,9/22/2010,2010,0,2,,complex,Other,33.8468,-111.2858
190841,pt190841,9/28/2010,2010,0,2,,complex,Other,40.4191,-79.9647
190817,pt190817,9/29/2010,2010,0,2,,complex,Other,40.3911,-80.0766
192157,pt192157,10/6/2010,2010,0,1,,complex,Other,18.1652,-66.3969
190921,pt190921,10/20/2010,2010,0,2,,complex,Other,33.4552,-117.6667
191249,pt191249,12/21/2010,2010,0,2,,complex,Other,34.1008,-118.1585
192028,pt192028,12/22/2010,2010,0,2,,complex,Other,34.1358,-117.1906
190379,pt190379,12/28/2010,2010,0,2,,complex,Other,45.5153,-122.7004
196727,pt196727,4/21/2002,2002,,8,,"dam failure, outburst flood",Other,46.059698,-122.260326
84462,pt84462,1/1/2003,2003,,5,,Debris,Debris,35.86683652,-82.35352977
89311,pt89311,9/1/2004,2004,,8,,Debris,Debris,35.87861663,-81.88683344
84661,pt84661,9/8/2004,2004,,5,,Debris,Debris,35.82472405,-82.53191091
13729,pt13729,10/1/2000,2000,,8,,debris avalanche,Debris,56.5806666,-132.8029319
13733,pt13733,8/5/2001,2001,,8,,debris avalanche,Debris,56.7277984,-132.8931518
14221,pt14221,11/1/2001,2001,,8,,debris avalanche,Debris,56.96054598,-133.2721177
12394,pt12394,10/1/2002,2002,,8,,debris avalanche,Debris,55.88492687,-132.8761014
11317,pt11317,1/1/2005,2005,,8,,debris avalanche,Debris,55.6904715,-131.5647229
12059,pt12059,1/1/2005,2005,,8,,debris avalanche,Debris,55.84074505,-131.4455454
12060,pt12060,1/1/2005,2005,,8,,debris avalanche,Debris,55.84033837,-131.4446408
12092,pt12092,1/1/2005,2005,,8,,debris avalanche,Debris,55.84112501,-131.4522111
12197,pt12197,1/1/2005,2005,,8,,debris avalanche,Debris,55.8454445,-132.6212491
19601,pt19601,1/1/2005,2005,,8,,debris avalanche,Debris,55.61082755,-133.1937094
19602,pt19602,1/1/2005,2005,,8,,debris avalanche,Debris,55.61245459,-133.1897003
19604,pt19604,1/1/2005,2005,,8,,debris avalanche,Debris,55.42996394,-133.2406372
10520,pt10520,9/29/2005,2005,,8,,debris avalanche,Debris,55.44412601,-131.617918
9374,pt9374,10/15/2005,2005,,8,,debris avalanche,Debris,55.32839653,-133.3536173
17969,pt17969,11/22/2005,2005,,8,,debris avalanche,Debris,57.06513766,-135.3609227
17970,pt17970,11/22/2005,2005,,8,,debris avalanche,Debris,57.06470626,-135.3575563
21755,pt21755,1/1/2008,2008,,8,,debris avalanche,Debris,55.31029265,-133.3642077
11320,pt11320,11/1/2008,2008,,8,,debris avalanche,Debris,55.66584321,-131.6128558
14630,pt14630,1/1/2009,2009,,8,,debris avalanche,Debris,55.36124237,-132.6907758
11122,pt11122,1/1/2010,2010,,8,,debris avalanche,Debris,55.53726234,-131.2768899
17993,pt17993,1/1/2010,2010,,8,,debris avalanche,Debris,57.05840367,-135.2109882
11590,pt11590,9/1/2010,2010,,8,,debris avalanche,Debris,55.682397,-131.3382765
11591,pt11591,9/1/2010,2010,,8,,debris avalanche,Debris,55.68298454,-131.3384026
11592,pt11592,9/1/2010,2010,,8,,debris avalanche,Debris,55.6318089,-131.3534379
11593,pt11593,9/1/2010,2010,,8,,debris avalanche,Debris,55.63642602,-131.3531399
11594,pt11594,9/1/2010,2010,,8,,debris avalanche,Debris,55.63722868,-131.3532379
11595,pt11595,9/1/2010,2010,,8,,debris avalanche,Debris,55.65086303,-131.3506013
11596,pt11596,9/1/2010,2010,,8,,debris avalanche,Debris,55.70375521,-131.3401445
11622,pt11622,9/1/2010,2010,,8,,debris avalanche,Debris,55.63303632,-131.3523341
11624,pt11624,9/1/2010,2010,,8,,debris avalanche,Debris,55.69866164,-131.3359649
11629,pt11629,9/1/2010,2010,,8,,debris avalanche,Debris,55.64778882,-131.351065
11630,pt11630,9/1/2010,2010,,8,,debris avalanche,Debris,55.65170943,-131.351459
11631,pt11631,9/1/2010,2010,,8,,debris avalanche,Debris,55.69795195,-131.3366524
11632,pt11632,9/1/2010,2010,,8,,debris avalanche,Debris,55.704914,-131.3397337
14718,pt14718,9/1/2010,2010,,8,,debris avalanche,Debris,55.68095943,-131.3376119
19810,pt19810,9/1/2010,2010,,8,,debris avalanche,Debris,55.68058719,-131.3387996
19811,pt19811,9/1/2010,2010,,8,,debris avalanche,Debris,55.68004015,-131.3391058
14436,pt14436,10/1/2010,2010,,8,,debris avalanche,Debris,55.6658508,-130.8890009
14437,pt14437,10/1/2010,2010,,8,,debris avalanche,Debris,55.75476341,-130.9339969
21459,pt21459,10/1/2010,2010,,8,,debris avalanche,Debris,55.75402484,-130.9339681
81694,pt81694,9/6/2004,2004,,5,,Debris Blowout,Debris,36.19035929,-81.79667035
82517,pt82517,9/6/2004,2004,,5,,Debris Blowout,Debris,36.2777772,-81.84683807
82518,pt82518,9/6/2004,2004,,5,,Debris Blowout,Debris,36.27126715,-81.82370812
82519,pt82519,9/6/2004,2004,,5,,Debris Blowout,Debris,36.25698713,-81.82028808
82524,pt82524,9/6/2004,2004,,5,,Debris Blowout,Debris,36.25750722,-81.85575795
82527,pt82527,9/6/2004,2004,,5,,Debris Blowout,Debris,36.258857,-81.76545829
82537,pt82537,9/6/2004,2004,,5,,Debris Blowout,Debris,36.18454741,-81.84607824
82538,pt82538,9/6/2004,2004,,5,,Debris Blowout,Debris,36.1864674,-81.84680823
82549,pt82549,9/6/2004,2004,,5,,Debris Blowout,Debris,36.27418915,-81.82494112
84546,pt84546,9/6/2004,2004,,5,,Debris Fall,Debris,36.07603384,-81.67171266
102855,pt102855,1/1/2000,2000,,5,,debris flow,Debris,43.7553344,-123.6822826
194021,pt194021,7/16/2000,2000,,3,,debris flow,Debris,35.91373005,-106.3454346
194022,pt194022,7/16/2000,2000,,3,,debris flow,Debris,35.91271683,-106.341317
194023,pt194023,7/16/2000,2000,,3,,debris flow,Debris,35.91144077,-106.3385249
194019,pt194019,7/16/2000,2000,,3,,debris flow,Debris,35.91728956,-106.3515904
194020,pt194020,7/16/2000,2000,,3,,debris flow,Debris,35.91535142,-106.3475677
90562,pt90562,8/12/2000,2000,0,5,,Debris flow,Debris,41.04380281,-74.62210888
90753,pt90753,8/12/2000,2000,0,5,,Debris flow,Debris,40.94881856,-74.59589283
90653,pt90653,8/16/2000,2000,0,5,,Debris flow,Debris,41.03891737,-74.62101319
90494,pt90494,8/27/2000,2000,0,5,,Debris flow,Debris,40.63784714,-74.42304611
201902,pt201902,10/1/2001,2001,,5,,debris flow,Debris,47.59015382,-122.392213
201854,pt201854,11/14/2001,2001,,5,,debris flow,Debris,47.63217336,-122.3976304
201858,pt201858,12/16/2001,2001,,5,,debris flow,Debris,47.56990848,-122.2762787
194075,pt194075,7/22/2002,2002,,3,,debris flow,Debris,37.37738857,-107.5602725
194076,pt194076,7/22/2002,2002,,3,,debris flow,Debris,37.37891733,-107.5552147
194077,pt194077,7/22/2002,2002,,3,,debris flow,Debris,37.37350579,-107.5679033
194072,pt194072,8/3/2002,2002,,3,,debris flow,Debris,37.39466243,-107.5667617
194024,pt194024,8/5/2002,2002,,3,,debris flow,Debris,39.55028024,-107.3539924
194025,pt194025,8/5/2002,2002,,3,,debris flow,Debris,39.54961445,-107.3535044
194040,pt194040,8/5/2002,2002,,3,,debris flow,Debris,39.5568195,-107.3580542
194035,pt194035,8/5/2002,2002,,3,,debris flow,Debris,39.5698759,-107.3738622
194036,pt194036,8/5/2002,2002,,3,,debris flow,Debris,39.57030123,-107.3728872
194037,pt194037,8/5/2002,2002,,3,,debris flow,Debris,39.56868474,-107.3748401
194038,pt194038,8/5/2002,2002,,3,,debris flow,Debris,39.55639983,-107.3950787
194039,pt194039,8/5/2002,2002,,3,,debris flow,Debris,39.55856982,-107.3727491
194073,pt194073,8/8/2002,2002,,3,,debris flow,Debris,37.39466243,-107.5667617
194079,pt194079,8/8/2002,2002,,3,,debris flow,Debris,37.35872425,-107.6142776
194078,pt194078,8/29/2002,2002,,3,,debris flow,Debris,37.36492021,-107.8379174
194071,pt194071,9/6/2002,2002,,3,,debris flow,Debris,37.39361265,-107.8194048
194081,pt194081,9/7/2002,2002,,3,,debris flow,Debris,37.34651582,-107.8425852
194028,pt194028,9/7/2002,2002,,3,,debris flow,Debris,39.58421902,-107.3663182
194031,pt194031,9/7/2002,2002,,3,,debris flow,Debris,39.58397973,-107.3670086
194034,pt194034,9/7/2002,2002,,3,,debris flow,Debris,39.58292184,-107.3691847
194074,pt194074,9/10/2002,2002,,3,,debris flow,Debris,37.39466243,-107.5667617
194080,pt194080,9/10/2002,2002,,3,,debris flow,Debris,37.34651582,-107.8425852
194026,pt194026,9/11/2002,2002,,3,,debris flow,Debris,39.58421902,-107.3663182
194029,pt194029,9/11/2002,2002,,3,,debris flow,Debris,39.58397973,-107.3670086
194032,pt194032,9/11/2002,2002,,3,,debris flow,Debris,39.58292184,-107.3691847
193985,pt193985,9/12/2002,2002,,3,,debris flow,Debris,39.9811253,-111.7609569
193986,pt193986,9/12/2002,2002,,3,,debris flow,Debris,39.97614223,-111.7617507
193987,pt193987,9/12/2002,2002,,3,,debris flow,Debris,39.96626639,-111.7564305
193988,pt193988,9/12/2002,2002,,3,,debris flow,Debris,39.95667224,-111.7596907
194027,pt194027,9/17/2002,2002,,3,,debris flow,Debris,39.58421902,-107.3663182
194030,pt194030,9/17/2002,2002,,3,,debris flow,Debris,39.58397973,-107.3670086
194033,pt194033,9/17/2002,2002,,3,,debris flow,Debris,39.58292184,-107.3691847
81229,pt81229,5/1/2003,2003,,5,,Debris Flow,Debris,35.47016505,-83.4766101
81216,pt81216,5/5/2003,2003,,5,,Debris Flow,Debris,35.38577599,-83.58280572
81220,pt81220,5/5/2003,2003,,5,,Debris Flow,Debris,35.34189395,-83.55109056
81221,pt81221,5/5/2003,2003,,5,,Debris Flow,Debris,35.34054672,-83.55531629
81222,pt81222,5/5/2003,2003,,5,,Debris Flow,Debris,35.33937851,-83.54863787
81239,pt81239,5/5/2003,2003,,5,,Debris Flow,Debris,35.35418859,-83.43257434
81243,pt81243,5/6/2003,2003,,5,,Debris Flow,Debris,35.5123314,-83.13615209
81250,pt81250,5/6/2003,2003,,5,,Debris Flow,Debris,35.33827451,-83.55680527
90528,pt90528,8/5/2003,2003,0,5,,Debris flow,Debris,40.83286683,-73.97243854
81413,pt81413,11/19/2003,2003,,5,,Debris Flow,Debris,35.0586076,-83.44598896
90755,pt90755,11/20/2003,2003,0,5,,Debris flow,Debris,40.85870261,-74.92511443
193783,pt193783,12/24/2003,2003,,3,,debris flow,Debris,34.16946565,-117.5032266
193784,pt193784,12/24/2003,2003,,3,,debris flow,Debris,34.17024773,-117.5103923
193785,pt193785,12/24/2003,2003,,3,,debris flow,Debris,34.16825862,-117.4951091
193786,pt193786,12/24/2003,2003,,3,,debris flow,Debris,34.17232626,-117.520116
193787,pt193787,12/24/2003,2003,,3,,debris flow,Debris,34.16968966,-117.4868171
193788,pt193788,12/24/2003,2003,,3,,debris flow,Debris,34.16962682,-117.4798727
193773,pt193773,12/24/2003,2003,,3,,debris flow,Debris,34.19419905,-117.4448473
193781,pt193781,12/24/2003,2003,,3,,debris flow,Debris,34.17975623,-117.448461
193805,pt193805,12/24/2003,2003,,3,,debris flow,Debris,34.23481895,-117.4828483
193806,pt193806,12/24/2003,2003,,3,,debris flow,Debris,34.23680347,-117.4769688
193807,pt193807,12/24/2003,2003,,3,,debris flow,Debris,34.23146458,-117.4872809
193808,pt193808,12/24/2003,2003,,3,,debris flow,Debris,34.23247651,-117.5046598
193809,pt193809,12/24/2003,2003,,3,,debris flow,Debris,34.23129338,-117.5072586
193810,pt193810,12/24/2003,2003,,3,,debris flow,Debris,34.23132568,-117.4938221
193812,pt193812,12/24/2003,2003,,3,,debris flow,Debris,34.2337092,-117.4725537
193814,pt193814,12/24/2003,2003,,3,,debris flow,Debris,34.22925641,-117.5145482
193819,pt193819,12/24/2003,2003,,3,,debris flow,Debris,34.22844987,-117.4741258
193792,pt193792,12/24/2003,2003,,3,,debris flow,Debris,34.28795075,-117.3687131
193793,pt193793,12/24/2003,2003,,3,,debris flow,Debris,34.28535496,-117.3697067
193794,pt193794,12/24/2003,2003,,3,,debris flow,Debris,34.28317931,-117.3425354
193795,pt193795,12/24/2003,2003,,3,,debris flow,Debris,34.28125304,-117.3379645
193796,pt193796,12/24/2003,2003,,3,,debris flow,Debris,34.27967632,-117.3374149
193797,pt193797,12/24/2003,2003,,3,,debris flow,Debris,34.2756524,-117.3246882
193798,pt193798,12/24/2003,2003,,3,,debris flow,Debris,34.27463012,-117.3190352
193801,pt193801,12/24/2003,2003,,3,,debris flow,Debris,34.24727727,-117.4179762
193802,pt193802,12/24/2003,2003,,3,,debris flow,Debris,34.24758623,-117.4199325
193804,pt193804,12/24/2003,2003,,3,,debris flow,Debris,34.2376338,-117.4026175
193816,pt193816,12/24/2003,2003,,3,,debris flow,Debris,34.22692743,-117.428326
193775,pt193775,12/24/2003,2003,,3,,debris flow,Debris,34.19316525,-117.2307086
193772,pt193772,12/24/2003,2003,,3,,debris flow,Debris,34.1974546,-117.5827056
193778,pt193778,12/24/2003,2003,,3,,debris flow,Debris,34.18513579,-117.5749702
193780,pt193780,12/24/2003,2003,,3,,debris flow,Debris,34.18141072,-117.5712012
193789,pt193789,12/24/2003,2003,,3,,debris flow,Debris,34.16767825,-117.5953037
193767,pt193767,12/24/2003,2003,,3,,debris flow,Debris,34.20791037,-117.4562628
193768,pt193768,12/24/2003,2003,,3,,debris flow,Debris,34.20338641,-117.454149
193771,pt193771,12/24/2003,2003,,3,,debris flow,Debris,34.19867987,-117.4464718
193820,pt193820,12/24/2003,2003,,3,,debris flow,Debris,34.22397688,-117.4646551
193823,pt193823,12/24/2003,2003,,3,,debris flow,Debris,34.21954843,-117.4671278
193824,pt193824,12/24/2003,2003,,3,,debris flow,Debris,34.21563598,-117.4643379
193825,pt193825,12/24/2003,2003,,3,,debris flow,Debris,34.21052023,-117.4577424
193818,pt193818,12/24/2003,2003,,3,,debris flow,Debris,34.22670131,-117.4656201
193776,pt193776,12/24/2003,2003,,3,,debris flow,Debris,34.19207029,-117.2373803
193800,pt193800,12/24/2003,2003,,3,,debris flow,Debris,34.24835485,-117.5140943
193803,pt193803,12/24/2003,2003,,3,,debris flow,Debris,34.24652011,-117.5161194
193769,pt193769,12/24/2003,2003,,3,,debris flow,Debris,34.19955094,-117.2822284
193770,pt193770,12/24/2003,2003,,3,,debris flow,Debris,34.1992941,-117.2762036
193779,pt193779,12/24/2003,2003,,3,,debris flow,Debris,34.18412298,-117.2647594
193782,pt193782,12/24/2003,2003,,3,,debris flow,Debris,34.18616011,-117.3004699
193774,pt193774,12/24/2003,2003,,3,,debris flow,Debris,34.19732476,-117.3253645
193811,pt193811,12/24/2003,2003,,3,,debris flow,Debris,34.23320662,-117.3911953
193813,pt193813,12/24/2003,2003,,3,,debris flow,Debris,34.23098755,-117.3725364
193815,pt193815,12/24/2003,2003,,3,,debris flow,Debris,34.22853358,-117.3713583
193817,pt193817,12/24/2003,2003,,3,,debris flow,Debris,34.22709677,-117.3840011
193790,pt193790,12/24/2003,2003,,3,,debris flow,Debris,34.15644487,-117.2383111
193766,pt193766,12/25/2003,2003,,3,,debris flow,Debris,34.21041285,-117.2845985
193821,pt193821,12/25/2003,2003,,3,,debris flow,Debris,34.22585362,-117.2956164
193822,pt193822,12/25/2003,2003,,3,,debris flow,Debris,34.2211347,-117.2889773
193799,pt193799,12/25/2003,2003,,3,,debris flow,Debris,34.25179115,-117.4954078
193777,pt193777,12/25/2003,2003,,3,,debris flow,Debris,34.18751445,-117.1859266
193791,pt193791,12/25/2003,2003,,3,,debris flow,Debris,34.13671123,-117.1743728
86978,pt86978,1/1/2004,2004,,5,,Debris Flow,Debris,35.56023776,-81.82993743
86979,pt86979,1/1/2004,2004,,5,,Debris Flow,Debris,35.56035732,-81.82998412
87024,pt87024,1/1/2004,2004,,5,,Debris Flow,Debris,35.53220989,-81.8436933
87108,pt87108,1/1/2004,2004,,5,,Debris Flow,Debris,35.5702997,-81.71021793
87215,pt87215,1/1/2004,2004,,5,,Debris Flow,Debris,35.47422752,-81.8412575
87498,pt87498,1/1/2004,2004,,5,,Debris Flow,Debris,35.54768194,-81.80931821
87503,pt87503,1/1/2004,2004,,5,,Debris Flow,Debris,35.57993741,-81.80850228
87506,pt87506,1/1/2004,2004,,5,,Debris Flow,Debris,35.53519948,-81.78366579
87507,pt87507,1/1/2004,2004,,5,,Debris Flow,Debris,35.53348799,-81.78290735
87510,pt87510,1/1/2004,2004,,5,,Debris Flow,Debris,35.53724663,-81.7595287
87522,pt87522,1/1/2004,2004,,5,,Debris Flow,Debris,35.53026408,-81.83512107
23442,pt23442,7/24/2004,2004,,5,,Debris Flow,Debris,33.98106926,-111.3873721
23443,pt23443,7/24/2004,2004,,5,,Debris Flow,Debris,33.98014149,-111.3869998
23444,pt23444,7/24/2004,2004,,5,,Debris Flow,Debris,33.97875407,-111.386528
23447,pt23447,7/24/2004,2004,,5,,Debris Flow,Debris,33.97745581,-111.3863814
23449,pt23449,7/24/2004,2004,,5,,Debris Flow,Debris,33.97102953,-111.3907688
23451,pt23451,7/24/2004,2004,,5,,Debris Flow,Debris,33.95864839,-111.4069147
23452,pt23452,7/24/2004,2004,,5,,Debris Flow,Debris,33.95069022,-111.4179698
24123,pt24123,8/17/2004,2004,,5,,Debris Flow,Debris,32.66753212,-109.7971075
24124,pt24124,8/17/2004,2004,,5,,Debris Flow,Debris,32.69827816,-109.7891388
24126,pt24126,8/17/2004,2004,,5,,Debris Flow,Debris,32.7366718,-109.814455
81286,pt81286,9/6/2004,2004,,5,,Debris Flow,Debris,35.01610795,-83.33796931
81287,pt81287,9/6/2004,2004,,5,,Debris Flow,Debris,35.02978798,-83.34039923
81288,pt81288,9/6/2004,2004,,5,,Debris Flow,Debris,35.02969229,-83.34069202
81290,pt81290,9/6/2004,2004,,5,,Debris Flow,Debris,35.05745821,-83.30638913
81297,pt81297,9/6/2004,2004,,5,,Debris Flow,Debris,35.51111706,-83.02720516
81342,pt81342,9/6/2004,2004,,5,,Debris Flow,Debris,35.88533768,-81.94152645
81359,pt81359,9/6/2004,2004,,5,,Debris Flow,Debris,35.95039447,-81.94162161
81360,pt81360,9/6/2004,2004,,5,,Debris Flow,Debris,35.94669575,-81.94050644
81366,pt81366,9/6/2004,2004,,5,,Debris Flow,Debris,35.912337,-81.96300434
81368,pt81368,9/6/2004,2004,,5,,Debris Flow,Debris,35.72975798,-82.20472081
81384,pt81384,9/6/2004,2004,,5,,Debris Flow,Debris,35.72478798,-82.20915081
81420,pt81420,9/6/2004,2004,,5,,Debris Flow,Debris,35.23527421,-83.10646246
81452,pt81452,9/6/2004,2004,,5,,Debris Flow,Debris,36.06891063,-81.66917514
81457,pt81457,9/6/2004,2004,,5,,Debris Flow,Debris,35.83272324,-82.25698321
81473,pt81473,9/6/2004,2004,,5,,Debris Flow,Debris,35.1109577,-83.53634849
81474,pt81474,9/6/2004,2004,,5,,Debris Flow,Debris,35.10797768,-83.53447851
81475,pt81475,9/6/2004,2004,,5,,Debris Flow,Debris,35.17013055,-83.53131556
81476,pt81476,9/6/2004,2004,,5,,Debris Flow,Debris,35.16491801,-83.53037811
81477,pt81477,9/6/2004,2004,,5,,Debris Flow,Debris,35.15021793,-83.56050817
81478,pt81478,9/6/2004,2004,,5,,Debris Flow,Debris,35.15672796,-83.54044815
81479,pt81479,9/6/2004,2004,,5,,Debris Flow,Debris,35.13211782,-83.54302833
81482,pt81482,9/6/2004,2004,,5,,Debris Flow,Debris,35.14554789,-83.51947826
81484,pt81484,9/6/2004,2004,,5,,Debris Flow,Debris,35.12158776,-83.53790841
81494,pt81494,9/6/2004,2004,,5,,Debris Flow,Debris,35.70040713,-82.40360335
81495,pt81495,9/6/2004,2004,,5,,Debris Flow,Debris,35.70062713,-82.40381935
81999,pt81999,9/6/2004,2004,,5,,Debris Flow,Debris,35.17151804,-83.56848801
82008,pt82008,9/6/2004,2004,,5,,Debris Flow,Debris,35.14251788,-83.54923824
82012,pt82012,9/6/2004,2004,,5,,Debris Flow,Debris,35.1104377,-83.5320185
82022,pt82022,9/6/2004,2004,,5,,Debris Flow,Debris,35.1074825,-83.52102545
82036,pt82036,9/6/2004,2004,,5,,Debris Flow,Debris,35.26668984,-83.5709141
82037,pt82037,9/6/2004,2004,,5,,Debris Flow,Debris,35.08125755,-83.48801876
82039,pt82039,9/6/2004,2004,,5,,Debris Flow,Debris,35.07872955,-83.48819944
82043,pt82043,9/6/2004,2004,,5,,Debris Flow,Debris,35.08066149,-83.4950054
82045,pt82045,9/6/2004,2004,,5,,Debris Flow,Debris,35.07945339,-83.49991201
82056,pt82056,9/6/2004,2004,,5,,Debris Flow,Debris,35.06292747,-83.4803489
82105,pt82105,9/6/2004,2004,,5,,Debris Flow,Debris,35.64296897,-82.29793255
82177,pt82177,9/6/2004,2004,,5,,Debris Flow,Debris,35.94169398,-81.94335224
82184,pt82184,9/6/2004,2004,,5,,Debris Flow,Debris,35.94055598,-81.94393425
82458,pt82458,9/6/2004,2004,,5,,Debris Flow,Debris,35.45971711,-82.7144121
82489,pt82489,9/6/2004,2004,,5,,Debris Flow,Debris,36.23921727,-81.86216794
82492,pt82492,9/6/2004,2004,,5,,Debris Flow,Debris,36.20484732,-81.83887817
82493,pt82493,9/6/2004,2004,,5,,Debris Flow,Debris,36.20415733,-81.83977817
82516,pt82516,9/6/2004,2004,,5,,Debris Flow,Debris,36.27983727,-81.87718799
82525,pt82525,9/6/2004,2004,,5,,Debris Flow,Debris,36.25327719,-81.84513798
82528,pt82528,9/6/2004,2004,,5,,Debris Flow,Debris,36.24969714,-81.82647804
82529,pt82529,9/6/2004,2004,,5,,Debris Flow,Debris,36.23712723,-81.84418802
82531,pt82531,9/6/2004,2004,,5,,Debris Flow,Debris,36.23223703,-81.58266816
82532,pt82532,9/6/2004,2004,,5,,Debris Flow,Debris,36.18289727,-81.61487824
82533,pt82533,9/6/2004,2004,,5,,Debris Flow,Debris,36.15974739,-81.60762825
82534,pt82534,9/6/2004,2004,,5,,Debris Flow,Debris,36.11985762,-81.56375818
82535,pt82535,9/6/2004,2004,,5,,Debris Flow,Debris,36.21902707,-81.73881839
82539,pt82539,9/6/2004,2004,,5,,Debris Flow,Debris,36.25532725,-81.8690879
82541,pt82541,9/6/2004,2004,,5,,Debris Flow,Debris,36.20785732,-81.84021816
82570,pt82570,9/6/2004,2004,,5,,Debris Flow,Debris,36.14661849,-81.81786945
82571,pt82571,9/6/2004,2004,,5,,Debris Flow,Debris,36.14741348,-81.81906444
82572,pt82572,9/6/2004,2004,,5,,Debris Flow,Debris,36.14712148,-81.81651645
82573,pt82573,9/6/2004,2004,,5,,Debris Flow,Debris,36.14587749,-81.82060545
82589,pt82589,9/6/2004,2004,,5,,Debris Flow,Debris,35.74836714,-82.35828762
82599,pt82599,9/6/2004,2004,,5,,Debris Flow,Debris,35.49197214,-82.78067902
82837,pt82837,9/6/2004,2004,,5,,Debris Flow,Debris,35.79357289,-82.43087387
83913,pt83913,9/6/2004,2004,,5,,Debris Flow,Debris,35.71611506,-82.30066778
83915,pt83915,9/6/2004,2004,,5,,Debris Flow,Debris,35.7068151,-82.3654505
83916,pt83916,9/6/2004,2004,,5,,Debris Flow,Debris,35.7057091,-82.36408051
84102,pt84102,9/6/2004,2004,,5,,Debris Flow,Debris,35.71872714,-82.40030939
84103,pt84103,9/6/2004,2004,,5,,Debris Flow,Debris,35.72061215,-82.40204339
84277,pt84277,9/6/2004,2004,,5,,Debris Flow,Debris,35.30429985,-82.51433601
84351,pt84351,9/6/2004,2004,,5,,Debris Flow,Debris,35.23456855,-83.10623364
84357,pt84357,9/6/2004,2004,,5,,Debris Flow,Debris,35.25896144,-83.12302855
